code_fichier,annee_deb,annee_fin,corpus SODUCO,coll_nt,collection,coll_titre,serie_nt,serie,Série_titre,code_ouvrage,Note_tableau_overleaf,partie,volume,exemplaire,code_exemplaire,ref_ouvrage_ouinon,titre ouvrage,source_in_title,source_in_resources,Version_num_ftpign,Vnum_lien_Gallica,Vnum_lien_retronews,Vnum_autre_source,Vnum_autre_source_lien,link,overview,titre_complement,contenant,redacteur,lieu_redac,format,prix,imprimeur,chez,sourcecoll,ScanBN,Notice BNF,archives,nl
Bottin1_1826,1826,,00_corpus,10900:AlmComm,AlmComm,,10904:Bottin1,Bottin1,,Bottin1_1826,0.0,,,ex1,Bottin1_1826_ex1,oui,"Almanach du commerce de Paris, des départemens de la France et des principales villes du monde, de J. de La Tyna;  continué et mis dans un meilleur ordre, 1826",Aucun exemplaire numérique trouvé dans le cadre du projet.,,non,,,,,,,"contenant, pour Paris seulement, 40,000 adresses. 1826. XXIXe année de la publication, VIIIe année de la continuation par l'éditeur actuel. ",,par Séb. Bottin,"A Paris, chez Bottin, rue J.-J. Rousseau, n°20.",in-8° de 74 feuilles 1/2,12 frs,"Imprimerie de J. Smith, à Paris",,https://gallica.bnf.fr/ark:/12148/cb32688404r/date,,https://catalogue.bnf.fr/ark:/12148/cb32688404r,,41.0
Bottin1_1827,1827,,00_corpus,10900:AlmComm,AlmComm,,10904:Bottin1,Bottin1,,Bottin1_1827,4.0,,,ex1,Bottin1_1827_ex1,oui,"Almanach du commerce de Paris, des départemens de la France et des principales villes du monde, de J. de La Tyna;  continué et mis dans un meilleur ordre, 1827",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6292888w,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6292888w,https://gallica.bnf.fr/ark:/12148/bpt6k6292888w.lowres,"contenant, pour Paris seulement, 40,000 adresses. Année 1827. (XXXe année de la publication. - IXe de la continuation par l'éditeur actuel.) ",,"par Séb. Bottin, chevalier de l'ordre royal de la légion d'honneur, ancien administrateur, membre de la société royale et centrale d'agriculture, du conseil d'administration de la société d'encouragement pour l'industrie nationale, de la commission centrale de la société de géographie, secrétaire de la société royale des antiquaires de France, correspondant des sociétés littéraires de Lille, Douai, Cambrai, Strasbourg, Nancy, Evreux, Saint-Quentin etc., de la société des antiquaires de Normandie, auteur du premier annuaire statistique qui ait été publié en France.","A Paris, au bureau de l'Almanach du commerce, rue J.-J. Rousseau, n°20.",in-8° de 75 feuilles 1/2,12 frs,"Imprimerie de Gaultier-Laguionie, à Paris, rue de Grenelle-Saint-Honoré, n°55.",,https://gallica.bnf.fr/ark:/12148/cb32688404r/date,,https://catalogue.bnf.fr/ark:/12148/cb32688404r,,42.0
Bottin1_1828,1828,,00_corpus,10900:AlmComm,AlmComm,,10904:Bottin1,Bottin1,,Bottin1_1828,0.0,,,ex1,Bottin1_1828_ex1,oui,"Almanach du commerce de Paris, des départemens de la France et des principales villes du monde, de J. de La Tyna;  continué et mis dans un meilleur ordre, 1828",Aucun exemplaire numérique trouvé dans le cadre du projet.,,non,,,,,,,"contenant, etc. Année 1828. XXXIe année de la publication, Xe de la continuation par l'éditeur actuel.",,par Séb. Bottin.,"A Paris, chez l'auteur, rue J.-J. Rousseau, n°20.",in-8° de 76 feuilles 3/4,12 frs,"Imprimerie de Gaultier-Laguionie, à Paris.",,https://gallica.bnf.fr/ark:/12148/cb32688404r/date,,https://catalogue.bnf.fr/ark:/12148/cb32688404r,,43.0
Bottin1_1829,1829,,00_corpus,10900:AlmComm,AlmComm,,10904:Bottin1,Bottin1,,Bottin1_1829,3.0,,,ex1,Bottin1_1829_ex1,oui,"Almanach du commerce de Paris, des départemens de la France et des principales villes du monde, de J. de La Tyna;  continué et progressivement amélioré , 1829",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k124566n,,,,https://gallica.bnf.fr/ark:/12148/bpt6k124566n,https://gallica.bnf.fr/ark:/12148/bpt6k124566n.lowres,"[Statistique annuelle de l'industrie.]  Contenant : 1° La statistique élémentaire, revue chaque année, des 86 départemens de la France, considérés sous les rapports topographique, agricole, industriel, commercial et administratif ; 2 Une Revue statistique commerciale sommaire des principaux Etats des cinq parties du monde ; 3° La nomenclature d'environ cent mille raisons de commerce dont, près de la moitié, avec adresses vérifier à domicile des fabricans, manufacturiers, commerçans et principaux habitans de la capitale et des principales villes ; 4° Une Table géographique de 5,500 localités comprises dans l'Almanach ; 5° Une Table très détaillée des matières. Année 1829. XXXIIe année de la publication. - XIe de la continuation par l'éditeur actuel.",,"par Séb. Bottin, chevalier de l'ordre royal de la légion d'honneur, ancien administrateur, membre de la société royale et centrale d'agriculture, de la société d'horticulture, du conseil d'administration de la société d'encouragement pour l'industrie nationale, de la commission centrale de la société de géographie, secrétaire de la société royale des antiquaires de France, correspondant des sociétés littéraires de Lille, Douai, Cambrai, Strasbourg, Nancy, Evreux, Saint-Quentin etc., de la société des antiquaires de Normandie, auteur du premier annuaire statistique qui ait été publié en France.","A Paris, au bureau de l'Almanach du commerce, rue J.-J. Rousseau, n°20.",in-8° de 81 feuilles,"Broché, 12rs ; Relié, 14frs","Imprimerie de Gaultier-Laguionie, à Paris, rue de Grenelle-Saint-Honoré, n°55. [Le papier sur lequel est imprimé l'Almanach du Commerce de 1829 a été fourni par MM. Firmin-Didot père et fils ; il a été fabriqué à la mécanique et provient de leur manufacture du Mesnil et de l'Estréee, près de Dreux.]",,https://gallica.bnf.fr/ark:/12148/cb32688404r/date,,https://catalogue.bnf.fr/ark:/12148/cb32688404r,,44.0
Bottin1_1830,1830,,00_corpus,10900:AlmComm,AlmComm,,10904:Bottin1,Bottin1,,Bottin1_1830,0.0,,,ex1,Bottin1_1830_ex1,oui,"Almanach du commerce de Paris, des départemens de la France et des principales villes du monde, de J. de La Tyna;  continué et progressivement amélioré , 1830",Aucun exemplaire numérique trouvé dans le cadre du projet.,,non,,,,,,,Contenant etc. . Année 1830. XXXIIIe année de la publication. - XIIe de la continuation par l'éditeur actuel.,,par Séb. Bottin.,"A Paris, rue J.-J. Rousseau, n°20.",in-8° de 80 feuilles 1/2,12 frs,"Imprimerie de Gaultier-Laguionie, à Paris.",,https://gallica.bnf.fr/ark:/12148/cb32688404r/date,,https://catalogue.bnf.fr/ark:/12148/cb32688404r,,45.0
Bottin1_1831,1831,,00_corpus,10900:AlmComm,AlmComm,,10904:Bottin1,Bottin1,,Bottin1_1831,0.0,,,ex1,Bottin1_1831_ex1,oui,"Almanach du commerce de Paris, des départemens de la France et des principales villes du monde, de J. de La Tyna;  continué et progressivement amélioré , 1831",Aucun exemplaire numérique trouvé dans le cadre du projet.,,non,,,,,,,Contenant etc. . Année 1831. XXXIVe année de la publication. - XIIIe de la continuation par l'éditeur actuel.,,par Séb. Bottin.,"A Paris, rue J.-J. Rousseau, n°20.",in-8° de 81 feuilles 1/2,12 frs,"Imprimerie de Gaultier-Laguionie, à Paris.",,https://gallica.bnf.fr/ark:/12148/cb32688404r/date,,https://catalogue.bnf.fr/ark:/12148/cb32688404r,,46.0
Bottin1_1832,1832,,00_corpus,10900:AlmComm,AlmComm,,10904:Bottin1,Bottin1,,Bottin1_1832,4.0,,,ex1,Bottin1_1832_ex1,oui,"Almanach du commerce de Paris, des départemens de la France et des principales villes du monde, de J. de La Tyna;  continué et progressivement amélioré , 1832",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k995078t,,,,https://gallica.bnf.fr/ark:/12148/bpt6k995078t,https://gallica.bnf.fr/ark:/12148/bpt6k995078t.lowres,Contenant etc. . Année 1832. XXXVe année de la publication. - XIVe de la continuation par l'éditeur actuel.,,par Séb. Bottin.,"A Paris, rue J.-J. Rousseau, n°20.",in-8° de 80 feuilles 1/2,12 frs,"Imprimerie de Dupont, à Paris.",,https://gallica.bnf.fr/ark:/12148/cb32688404r/date,,https://catalogue.bnf.fr/ark:/12148/cb32688404r,,47.0
Bottin1_1833,1833,,00_corpus,10900:AlmComm,AlmComm,,10904:Bottin1,Bottin1,,Bottin1_1833,4.0,,,ex1,Bottin1_1833_ex1,oui,"Almanach du commerce de Paris, des départemens de la France et des principales villes du monde, de J. de La Tyna;  continué et progressivement amélioré , 1833",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k62963551,,,,https://gallica.bnf.fr/ark:/12148/bpt6k62963551,https://gallica.bnf.fr/ark:/12148/bpt6k62963551.lowres,"[Statistique annuelle de l'industrie.]  Contenant : 1° La statistique élémentaire des 86 départemens de la France, considérés sous les rapports topographique, agricole, industriel, commercial et administratif ; 2 Une Revue statistique commerciale sommaire des principaux Etats des cinq parties du monde ; 3° La nomenclature d'environ cent mille raisons de commerce dont, près de la moitié, avec adresses vérifier à domicile des fabricans, manufacturiers, commerçans et principaux habitans de la capitale et des principales villes françaises et étrangères; 4° Une Table géographique de 7,00 localités comprises dans l'Almanach ; 5° Une Table très détaillée des matières. Année 1833. XXXVIe année de la publication. - XVe de la continuation par l'éditeur actuel.",,"par Séb. Bottin, chevalier de l'ordre de la légion d'honneur, ancien député, ancien administrateur, membre de la société royale et centrale d'agriculture, de la société d'horticulture, du conseil d'administration de la société d'encouragement pour l'industrie nationale, de la commission centrale de la société de géographie, correspondant de la société royale des antiquaires de France, des sociétés littéraires de Lille, Douai, Cambrai, Strasbourg, Nancy, Evreux, Saint-Quentin, epinal, Saint Etienne, etc., auteur du premier annuaire statistique qui ait été publié en France.","A Paris, au bureau de l'Almanach du commerce, rue J.-J. Rousseau, n°20.",in-8° de 84 feuilles 1/2,"Broché, 12rs ; Relié, 14frs","Imprimerie de P. Dupont et Gaultier-Laguionie, à Paris, rue de Grenelle-Saint-Honoré, n°55. [Le papier sur lequel est imprimé l'Almanach du Commerce de 1833 a été fourni par MM. Firmin-Didot père et fils ; il a été fabriqué à la mécanique et provient de leur manufacture du Mesnil et de l'Estréee, près de Dreux.]",,https://gallica.bnf.fr/ark:/12148/cb32688404r/date,,https://catalogue.bnf.fr/ark:/12148/cb32688404r,,48.0
Bottin1_1834,1834,,00_corpus,10900:AlmComm,AlmComm,,10904:Bottin1,Bottin1,,Bottin1_1834,0.0,,,ex1,Bottin1_1834_ex1,oui,"Almanach du commerce de Paris, des départemens de la France et des principales villes du monde, de J. de La Tyna;  continué et progressivement amélioré , 1834",Aucun exemplaire numérique trouvé dans le cadre du projet.,,non,,,,,,,Contenant etc. . Année 1834. XXXVIIe année de la publication. - XVIe de la continuation par l'éditeur actuel.,,par Séb. Bottin.,"A Paris, rue J.-J. Rousseau, n°20.",in-8° de 86 feuilles 1/4,12 frs,"Imprimerie de Dupont, à Paris.",,https://gallica.bnf.fr/ark:/12148/cb32688404r/date,,https://catalogue.bnf.fr/ark:/12148/cb32688404r,,49.0
Bottin1_1835,1835,,00_corpus,10900:AlmComm,AlmComm,,10904:Bottin1,Bottin1,,Bottin1_1835,4.0,,,ex1,Bottin1_1835_ex1,oui,"Almanach du commerce de Paris, des départemens de la France et des principales villes du monde, de J. de La Tyna;  continué et progressivement amélioré , 1835",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k995082w,,,,https://gallica.bnf.fr/ark:/12148/bpt6k995082w,https://gallica.bnf.fr/ark:/12148/bpt6k995082w.lowres,[Statistique annuelle de l'industrie].  Année 1835. XXXVIIIe année de la publication. - XVIIe de la continuation par l'éditeur actuel.,"Contenant : 1° La statistique élémentaire, revue chaque année, des 86 départemens de la France, considérés sous les rapports topographique, agricole, industriel, commercial et administratif ; 2 Une Revue statistique commerciale sommaire des principaux Etats des cinq parties du monde ; 3° La nomenclature d'environ cent mille raisons de commerce dont, près de la moitié, avec adresses vérifiées à domicile, des fabricans, manufacturiers, commerçans et principaux habitans de la capitale et des principales villes françaises et étrangères; 4° Une Table géographique des 7,500 localités comprises dans l'Almanach ; 5° Une Table très détaillée des matières.","par Séb. Bottin, chevalier de l'ordre de la légion d'honneur, ancien député, ancien administrateur, membre de la société royale et centrale d'agriculture, de la société d'horticulture, du conseil d'administration de la société d'encouragement pour l'industrie nationale, de la commission centrale de la société de géographie, de l'institut historique ; correspondant des sociétés des Antiquaires de Normandie, de la Morinie, des sociétés littéraires de Lille, Douai, Valencienne, Cambrai, Strasbourg, Nancy, Evreux, Saint-Quentin, Epinal, Saint Etienne, Abbeville, de la société Royale d'horticulture des Pays-Bas, etc. , auteur du premier annuaire statistique qui ait été publié en France.","A Paris, au bureau de l'Almanach du commerce, rue J.-J. Rousseau, n°20.",in-8° de 89 feuilles,"Broché, 12rs ; Relié, 14frs","Imprimerie de P. Dupont, à Paris, rue de Grenelle-Saint-Honoré, n°55. [Le papier sur lequel est imprimé l'Almanach du Commerce de 1835 a été fourni par MM. Firmin-Didot père et fils ; il a été fabriqué à la mécanique et provient de leur manufacture du Mesnil et de l'Estréee, près de Dreux.]",,https://gallica.bnf.fr/ark:/12148/cb32688404r/date,,https://catalogue.bnf.fr/ark:/12148/cb32688404r,,50.0
Bottin1_1836,1836,,00_corpus,10900:AlmComm,AlmComm,,10904:Bottin1,Bottin1,,Bottin1_1836,0.0,,,ex1,Bottin1_1836_ex1,oui,"Almanach du commerce de Paris, des départemens de la France et des principales villes du monde, de J. de La Tyna;  continué et progressivement amélioré , 1836",Aucun exemplaire numérique trouvé dans le cadre du projet.,,non,,,,,,,Contenant etc. . Année 1836. XXXIXe année de la publication. - XVIIIe de la continuation par l'éditeur actuel.,,par Séb. Bottin.,"A Paris, rue J.-J. Rousseau, n°20.",in-8° de 89 feuilles 1/2,12 frs,"Imprimerie de Dupont, à Paris.",,https://gallica.bnf.fr/ark:/12148/cb32688404r/date,,https://catalogue.bnf.fr/ark:/12148/cb32688404r,,51.0
Bottin1_1837,1837,,00_corpus,10900:AlmComm,AlmComm,,10904:Bottin1,Bottin1,,Bottin1_1837,4.0,,,ex1,Bottin1_1837_ex1,oui,"Almanach du commerce de Paris, des départemens de la France et des principales villes du monde, de J. de La Tyna;  continué et progressivement amélioré , 1837",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k6290660h,,,,https://gallica.bnf.fr/ark:/12148/bpt6k6290660h,https://gallica.bnf.fr/ark:/12148/bpt6k6290660h.lowres,"[Statistique annuelle de l'industrie.]  Contenant : 1° La statistique élémentaire, revue chaque année, des 86 départemens de la France, considérés sous les rapports topographique, agricole, industriel, commercial et administratif ; 2 Une Revue statistique commerciale sommaire des principaux Etats des cinq parties du monde ; 3° La nomenclature d'environ cent mille raisons de commerce dont moitié, avec adresses vérifier à domicile des fabricans, manufacturiers, commerçans et principaux habitans de la capitale et des principales villes françaises et étrangères; 4° Une Table géographique de 7,500 localités comprises dans l'Almanach ; 5° Une Table très détaillée des matières. Année 1837. XLe année de la publication. - XIXe de la continuation par l'éditeur actuel.",,"par Séb. Bottin, chevalier de l'ordre de la légion d'honneur, ancien député, ancien administrateur, membre de la société royale et centrale d'agriculture, de la société d'horticulture, du conseil d'administration de la société d'encouragement pour l'industrie nationale, de la commission centrale de la société de géographie, de l'institut historique; correspondant des sociétés antiquaires de Normandie, de la Morinie, des sociétés littéraires de Lille, Douai, Cambrai, Strasbourg, Nancy, Evreux, Saint-Quentin, Epinal, Saint Etienne, Abbeville, de la société royale d'horticulture des Pays-Bas, etc., auteur du premier annuaire statistique qui ait été publié en France.","A Paris, au bureau de l'Almanach du commerce, rue J.-J. Rousseau, n°20.",in-8° de 89 feuilles,"Broché, 12rs ; Relié, 14frs","Imprimerie de P. Dupont, à Paris, rue de Grenelle-Saint-Honoré, n°55. [Le papier sur lequel est imprimé l'Almanach du Commerce de 1837 a été fourni par MM. Montgolfier et Blanchet ; il a été fabriqué à la mécanique et provient de leur manufacture de Roanne (Loire).]",,https://gallica.bnf.fr/ark:/12148/cb32688404r/date,,https://catalogue.bnf.fr/ark:/12148/cb32688404r,,52.0
Bottin1_1838,1838,,00_corpus,10900:AlmComm,AlmComm,,10904:Bottin1,Bottin1,,Bottin1_1838,4.0,,,ex1,Bottin1_1838_ex1,oui,"Almanach du commerce de Paris, des départemens de la France et des principales villes du monde, de J. de La Tyna;  continué et progressivement amélioré , 1838",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k96682997,,,,https://gallica.bnf.fr/ark:/12148/bpt6k96682997,https://gallica.bnf.fr/ark:/12148/bpt6k96682997.lowres,"[Statistique annuelle de l'industrie.]  Contenant : 1° La statistique élémentaire, revue chaque année, des 86 départemens de la France, considérés sous les rapports topographique, agricole, industriel, commercial et administratif ; 2 Une Revue statistique commerciale sommaire des principaux Etats des cinq parties du monde ; 3° La nomenclature d'environ cent mille raisons de commerce dont moitié, avec adresses vérifier à domicile des fabricans, manufacturiers, commerçans et principaux habitans de la capitale et des principales villes françaises et étrangères; 4° Une Table géographique de 7,500 localités comprises dans l'Almanach ; 5° Une Table très détaillée des matières. Année 1838. XLIe année de la publication. - XXe de la continuation par l'éditeur actuel.",,"par Séb. Bottin, chevalier de l'ordre de la légion d'honneur, ancien député, ancien administrateur, membre de la société royale et centrale d'agriculture, des sociétés d'horticulture, de géographie, de l'institut historique, du conseil d'administration de la société d'encouragement pour l'industrie nationale ; correspondant des sociétés antiquaires de Normandie, de la Morinie, des sociétés littéraires de Lille, Douai, Cambrai, Strasbourg, Nancy, Evreux, Saint-Quentin, Epinal, Saint Etienne, Abbeville, Saint-Omer, de la société royale d'horticulture des Pays-Bas, etc., auteur du premier annuaire statistique qui ait été publié en France.","A Paris, au bureau de l'Almanach du commerce, rue J.-J. Rousseau, n°20.",in-8° de 95 feuilles 3/4,"Broché, 12rs ; Relié, 14frs","Imprimerie de P. Dupont, à Paris, rue de Grenelle-Saint-Honoré, n°55. [Le papier sur lequel est imprimé l'Almanach du Commerce de 1838 a été fabriqué à la mécanique par la société annonyme des papetiers du Marai et de Sainte-Marie, dont le directeur gérant est M. Delatouche, et dont le dépôt est situé à Paris, rue du Pont-de-Lodi, 3.]",,https://gallica.bnf.fr/ark:/12148/cb32688404r/date,,https://catalogue.bnf.fr/ark:/12148/cb32688404r,,53.0
Bottin2_1839,1839,,00_corpus,10900:AlmComm,AlmComm,,10905:Bottin2,Bottin2,"Almanach-Bottin du commerce de Paris, des départemens de la France et des principales villes du monde, Statistique annuelle de l'industrie",Bottin2_1839,0.0,,,ex1,Bottin2_1839_ex1,oui,"Almanach-Bottin du commerce de Paris, des départemens de la France et des principales villes du monde, 1839",Aucun exemplaire numérique trouvé dans le cadre du projet.,,non,,,,,,,"[Statistique annuelle de l'industrie.]  Contenant, etc. 1839. XLIIe année de la publication.",,par Séb. Bottin.,"A Paris, rue J.-J. Rousseau, n°20.",in-8° de 100 feuilles,12 frs,"Imprimerie de Dupont, à Paris.",,https://gallica.bnf.fr/ark:/12148/cb32686424w/date,,http://catalogue.bnf.fr/ark:/12148/cb32686424w,,54.0
Bottin2_1840,1840,,00_corpus,10900:AlmComm,AlmComm,,10905:Bottin2,Bottin2,,Bottin2_1840,0.0,,,ex1,Bottin2_1840_ex1,oui,"Almanach-Bottin du commerce de Paris, des départemens de la France et des principales villes du monde, 1840",Aucun exemplaire numérique trouvé dans le cadre du projet.,,non,,,,,,,"[Statistique annuelle de l'industrie.]  Contenant, etc. 1840. XLIIIe année de la publication.",,par Séb. Bottin.,"A Paris, rue J.-J. Rousseau, n°20.",in-8° de 112 feuilles,12 frs,"Imprimerie de Dupont, à Paris.",,https://gallica.bnf.fr/ark:/12148/cb32686424w/date,,http://catalogue.bnf.fr/ark:/12148/cb32686424w,,55.0
Bottin2_1841,1841,,00_corpus,10900:AlmComm,AlmComm,,10905:Bottin2,Bottin2,,Bottin2_1841,0.0,,,ex1,Bottin2_1841_ex1,oui,"Almanach-Bottin du commerce de Paris, des départemens de la France et des principales villes du monde, 1841",Aucun exemplaire numérique trouvé dans le cadre du projet.,,non,,,,,,,"[Statistique annuelle de l'industrie.]  Contenant, etc. 1841. XLIVe année de la publication.",,par Séb. Bottin.,"A Paris, rue J.-J. Rousseau, n°20.",in-8° de 103 feuilles 1/2,12 frs,"Imprimerie de Dupont, à Paris.",,https://gallica.bnf.fr/ark:/12148/cb32686424w/date,,http://catalogue.bnf.fr/ark:/12148/cb32686424w,,56.0
Bottin2_1842_Ex2,1842,,00_corpus,10900:AlmComm,AlmComm,,10905:Bottin2,Bottin2,,Bottin2_1842,0.0,,,ex2,Bottin2_1842_ex2,,"Almanach-Bottin du commerce de Paris, des départemens de la France et des principales villes du monde, 1842",Exemplaire hathitrust.org,hathitrust.org,ok,,,hathitrust.org,https://babel.hathitrust.org/cgi/pt?id=nyp.33433023069655;view=1up;seq=7,https://babel.hathitrust.org/cgi/pt?id=nyp.33433023069655;view=1up;seq=7,,,,,,,,,,https://gallica.bnf.fr/ark:/12148/cb32686424w/date,,http://catalogue.bnf.fr/ark:/12148/cb32686424w,,57.0
Bottin2_1842a,1842,,00_corpus,10900:AlmComm,AlmComm,,10905:Bottin2,Bottin2,,Bottin2_1842,3.0,a,,ex1,Bottin2_1842_ex1,oui,"Almanach-Bottin du commerce de Paris, des départemens de la France et des principales villes du monde, 1842",Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k115315z,,,,https://gallica.bnf.fr/ark:/12148/bpt6k1245671,https://gallica.bnf.fr/ark:/12148/bpt6k1245671.lowres,"[Statistique annuelle de l'industrie.] contenant: La Statistique élémentaire, revue chaque année, des 86 départemens de la France, considérés sous les rapports topographique, agricole, industriel, commercial et administratif; Une Revue statistique commercial sommaire des principaux États des cinq parties du monde; Des Nomenclature exactes et revues à domicile chaque année, de raisons de commerce et adresses pour Paris, les principales communes de France et les principales villes du monde. Un table géographique des 10,000 localités comprises dans l'Almanach; une Table détaillée des matières. 1842, 45e année de la publication. cet almanach paraît tous les ans depuis 1797.",,"par Séb[asti]en Bottin, Chevalier de l'ordre de la Légion d'Honneur, ancien député, ancien administrateur, membre de la société royale et centrale d'agriculture, des sociétés d'horticulture, de géographie, de l'institut historique; du conseil d'administration de la société d'encouragement pour l'industrie nationale; correspondant des sociétés des antiquaires de Normandie, de la Morinie, des sociétés littéraires de Lille, Douai, Valenciennes, Cambrai, Strasbourg, Nancy, Evreux, St-Quentin, Epinal, St-Etienne, Abbeville, Saint-Omer, etc., de la société royale d'horticulture des Pays-Bas; de la société française pour la conservation des monuments historiques, etc., auteur du premier Annuaire statistique qui ait été publié en France.","A Paris, au bureau de l'Almanach du commerce, rue J.-J. Rousseau, n°20.",in-8° de 104 feuilles 1/4,"Broché, 12rs ; Relié, 14frs","Imprimerie de Paul Dupont et Cie, à Paris, rue de Grenelle-Saint-Honoré, n°55.",,https://gallica.bnf.fr/ark:/12148/cb32686424w/date,,http://catalogue.bnf.fr/ark:/12148/cb32686424w,,58.0
Bottin2_1842b,1842,,00_corpus,10900:AlmComm,AlmComm,,10905:Bottin2,Bottin2,,Bottin2_1842,3.0,b,,ex1,Bottin2_1842_ex1,,,Exemplaire BnF,BnF,ok,https://gallica.bnf.fr/ark:/12148/bpt6k1245671,,,,https://gallica.bnf.fr/ark:/12148/bpt6k1245671,https://gallica.bnf.fr/ark:/12148/bpt6k1245671.lowres,,,,,,,,,https://gallica.bnf.fr/ark:/12148/cb32686424w/date,,http://catalogue.bnf.fr/ark:/12148/cb32686424w,,59.0
Bottin2_1843,1843,,00_corpus,10900:AlmComm,AlmComm,,10905:Bottin2,Bottin2,,Bottin2_1843,0.0,,,ex1,Bottin2_1843_ex1,oui,"Almanach-Bottin du commerce de Paris, des départemens de la France et des principales villes du monde, 1843",Aucun exemplaire numérique trouvé dans le cadre du projet.,,non,,,,,,,"[Statistique annuelle de l'industrie.] 600,000 indications ou renseignemens, 1,800 pages. 1843, 46e année de la publication.",,par S. Bottin.,"A Paris, rue J.-J. Rousseau, n°20.",in-8° de 113 feuilles 3/4,12 frs,"Imprimerie de P. Dupont, à Paris.",,https://gallica.bnf.fr/ark:/12148/cb32686424w/date,,http://catalogue.bnf.fr/ark:/12148/cb32686424w,,60.0
Bottin2_1844,1844,,00_corpus,10900:AlmComm,AlmComm,,10905:Bottin2,Bottin2,,Bottin2_1844,0.0,,,ex1,Bottin2_1844_ex1,oui,"Almanach-Bottin du commerce de Paris, des départemens de la France et des principales villes du monde, 1844",Aucun exemplaire numérique trouvé dans le cadre du projet.,,non,,,,,,,Contenant etc. ; 1844. 47e année de la publication.,,par Bottin.,"A Paris, rue J.-J. Rousseau, n°20.",in-8° de 115 feuilles,12 frs,"Imprimerie de Dupont, à Paris.",,https://gallica.bnf.fr/ark:/12148/cb32686424w/date,,http://catalogue.bnf.fr/ark:/12148/cb32686424w,,61.0
Bottin2_1845,1845,,00_corpus,10900:AlmComm,AlmComm,,10905:Bottin2,Bottin2,,Bottin2_1845,0.0,,,ex1,Bottin2_1845_ex1,oui,"Almanach-Bottin du commerce de Paris, des départemens de la France et des principales villes du monde, 1845",Aucun exemplaire numérique trouvé dans le cadre du projet.,,non,,,,,,,"Contenant etc. ;  600,000 indications ou renseignemens ; 1845. 48e année de la publication.",,par Bottin.,"A Paris, rue J.-J. Rousseau, n°20.",in-8° de 119 feuilles,12 frs,"Imprimerie de Dupont, à Paris.",,https://gallica.bnf.fr/ark:/12148/cb32686424w/date,,http://catalogue.bnf.fr/ark:/12148/cb32686424w,,62.0
Bottin2_1846,1846,,00_corpus,10900:AlmComm,AlmComm,,10905:Bottin2,Bottin2,,Bottin2_1846,0.0,,,ex1,Bottin2_1846_ex1,oui,"Almanach-Bottin du commerce de Paris, des départemens de la France et des principales villes du monde, 1846",Aucun exemplaire numérique trouvé dans le cadre du projet.,,non,,,,,,,"Contenant etc. ;  600,000 indications ou renseignemens ; 1846. 49e année de la publication.",,par Bottin.,"A Paris, rue J.-J. Rousseau, n°20.",in-8° de 138 feuilles 3/4,12 frs,"Imprimerie de Dupont, à Paris.",,https://gallica.bnf.fr/ark:/12148/cb32686424w/date,,http://catalogue.bnf.fr/ark:/12148/cb32686424w,,63.0
Bottin2_1847,1847,,00_corpus,10900:AlmComm,AlmComm,,10905:Bottin2,Bottin2,,Bottin2_1847,0.0,,,ex1,Bottin2_1847_ex1,oui,"Almanach-Bottin du commerce de Paris, des départemens de la France et des principales villes du monde, 1847",Aucun exemplaire numérique trouvé dans le cadre du projet.,,non,,,,,,,"Contenant etc. ;  600,000 indications ou renseignemens ; 184. 50e année de la publication.",,par Bottin.,"A Paris, rue J.-J. Rousseau, n°20.",in-8° de 118 feuilles 3/4,12 frs,"Imprimerie de Dupont, à Paris.",,https://gallica.bnf.fr/ark:/12148/cb32686424w/date,,http://catalogue.bnf.fr/ark:/12148/cb32686424w,,64.0
Bottin2_1848,1848,,00_corpus,10900:AlmComm,AlmComm,,10905:Bottin2,Bottin2,,Bottin2_1848,0.0,,,ex1,Bottin2_1848_ex1,oui,"Almanach-Bottin du commerce de Paris, des départemens de la France et des principales villes du monde, 1848",Aucun exemplaire numérique trouvé dans le cadre du projet.,,non,,,,,,,"Contenant etc. ;  600,000 adresses ou renseignemens ; 1848. 51e année de la publication. Paraît tous les ans sans interruption depuis 1797.",,par Bottin.,"A Paris, rue J.-J. Rousseau, n°20.",in-8° de 118 feuilles 3/4,12 frs,"Imprimerie de Dupont, à Paris.",,https://gallica.bnf.fr/ark:/12148/cb32686424w/date,,http://catalogue.bnf.fr/ark:/12148/cb32686424w,,65.0
