identifier,type,source,date_start,date_end,title,abstract,min_x,min_y,max_x,max_y,notice,resource_numerisee,oai-pmh,points,geotiff,annotation_file,iiif_manifest,overview,native,wms_id,largerWorkCitation,resourceLineage,
AtlasVerniquetBnF_12,instantiation,BnF,1784,1799,"Feuille N.[uméro] 12 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 12",-400,2200,200,2600,,,,https://dataverse.harvard.edu/api/access/datafile/7002581,https://dataverse.harvard.edu/api/access/datafile/7002873,https://dataverse.harvard.edu/api/access/datafile/7002747,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f14,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f14.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f14/full/full/0/native.jpg,verniquet_bnf_12,AtlasVerniquetBnF,AtlasVerniquet_12,
AtlasVerniquetBnF_13,instantiation,BnF,1784,1799,"Feuille N.[uméro] 13 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 13",200,2200,800,2600,,,,https://dataverse.harvard.edu/api/access/datafile/7002689,https://dataverse.harvard.edu/api/access/datafile/7002567,https://dataverse.harvard.edu/api/access/datafile/7002469,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f15,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f15.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f15/full/full/0/native.jpg,verniquet_bnf_13,AtlasVerniquetBnF,AtlasVerniquet_13,
AtlasVerniquetBnF_14,instantiation,BnF,1784,1799,"Feuille N.[uméro] 14 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 14",800,2200,1400,2600,,,,https://dataverse.harvard.edu/api/access/datafile/7002628,https://dataverse.harvard.edu/api/access/datafile/7002640,https://dataverse.harvard.edu/api/access/datafile/7002750,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f16,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f16.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f16/full/full/0/native.jpg,verniquet_bnf_14,AtlasVerniquetBnF,AtlasVerniquet_14,
AtlasVerniquetBnF_15,instantiation,BnF,1784,1799,"Feuille N.[uméro] 15 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 15",1400,2200,2000,2600,,,,https://dataverse.harvard.edu/api/access/datafile/7002780,https://dataverse.harvard.edu/api/access/datafile/7002767,https://dataverse.harvard.edu/api/access/datafile/7002458,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f17,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f17.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f17/full/full/0/native.jpg,verniquet_bnf_15,AtlasVerniquetBnF,AtlasVerniquet_15,
AtlasVerniquetBnF_16,instantiation,BnF,1784,1799,"Feuille N.[uméro] 16 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 16",2000,2200,2600,2600,,,,https://dataverse.harvard.edu/api/access/datafile/7002737,https://dataverse.harvard.edu/api/access/datafile/7002877,https://dataverse.harvard.edu/api/access/datafile/7002491,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f18,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f18.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f18/full/full/0/native.jpg,verniquet_bnf_16,AtlasVerniquetBnF,AtlasVerniquet_16,
AtlasVerniquetBnF_17,instantiation,BnF,1784,1799,"Feuille N.[uméro] 17 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 17",-2000,1800,-1600,2200,,,,https://dataverse.harvard.edu/api/access/datafile/7002701,https://dataverse.harvard.edu/api/access/datafile/7002688,https://dataverse.harvard.edu/api/access/datafile/7002480,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f19,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f19.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f19/full/full/0/native.jpg,verniquet_bnf_17,AtlasVerniquetBnF,AtlasVerniquet_17,
AtlasVerniquetBnF_18,instantiation,BnF,1784,1799,"Feuille N.[uméro] 18 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 18",-1600,1800,-1000,2200,,,,https://dataverse.harvard.edu/api/access/datafile/7002651,https://dataverse.harvard.edu/api/access/datafile/7002550,https://dataverse.harvard.edu/api/access/datafile/7002629,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f20,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f20.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f20/full/full/0/native.jpg,verniquet_bnf_18,AtlasVerniquetBnF,AtlasVerniquet_18,
AtlasVerniquetBnF_19,instantiation,BnF,1784,1799,"Feuille N.[uméro] 19 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 19",-1000,1800,-400,2200,,,,https://dataverse.harvard.edu/api/access/datafile/7002493,https://dataverse.harvard.edu/api/access/datafile/7002887,https://dataverse.harvard.edu/api/access/datafile/7002622,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f21,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f21.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f21/full/full/0/native.jpg,verniquet_bnf_19,AtlasVerniquetBnF,AtlasVerniquet_19,
AtlasVerniquetBnF_20,instantiation,BnF,1784,1799,"Feuille N.[uméro] 20 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 20",-400,1800,200,2200,,,,https://dataverse.harvard.edu/api/access/datafile/7002779,https://dataverse.harvard.edu/api/access/datafile/7002679,https://dataverse.harvard.edu/api/access/datafile/7002643,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f22,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f22.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f22/full/full/0/native.jpg,verniquet_bnf_20,AtlasVerniquetBnF,AtlasVerniquet_20,
AtlasVerniquetBnF_21,instantiation,BnF,1784,1799,"Feuille N.[uméro] 21 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 21",200,1800,800,2200,,,,https://dataverse.harvard.edu/api/access/datafile/7002742,https://dataverse.harvard.edu/api/access/datafile/7002787,https://dataverse.harvard.edu/api/access/datafile/7002822,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f23,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f23.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f23/full/full/0/native.jpg,verniquet_bnf_21,AtlasVerniquetBnF,AtlasVerniquet_21,
AtlasVerniquetBnF_22,instantiation,BnF,1784,1799,"Feuille N.[uméro] 22 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 22",800,1800,1400,2200,,,,https://dataverse.harvard.edu/api/access/datafile/7002544,https://dataverse.harvard.edu/api/access/datafile/7002884,https://dataverse.harvard.edu/api/access/datafile/7002631,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f24,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f24.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f24/full/full/0/native.jpg,verniquet_bnf_22,AtlasVerniquetBnF,AtlasVerniquet_22,
AtlasVerniquetBnF_23,instantiation,BnF,1784,1799,"Feuille N.[uméro] 23 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 23",1400,1800,2000,2200,,,,https://dataverse.harvard.edu/api/access/datafile/7002867,https://dataverse.harvard.edu/api/access/datafile/7002874,https://dataverse.harvard.edu/api/access/datafile/7002654,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f25,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f25.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f25/full/full/0/native.jpg,verniquet_bnf_23,AtlasVerniquetBnF,AtlasVerniquet_23,
AtlasVerniquetBnF_24,instantiation,BnF,1784,1799,"Feuille N.[uméro] 24 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 24",2000,1800,2600,2200,,,,https://dataverse.harvard.edu/api/access/datafile/7002840,https://dataverse.harvard.edu/api/access/datafile/7002778,https://dataverse.harvard.edu/api/access/datafile/7002784,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f26,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f26.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f26/full/full/0/native.jpg,verniquet_bnf_24,AtlasVerniquetBnF,AtlasVerniquet_24,
AtlasVerniquetBnF_25,instantiation,BnF,1784,1799,"Feuille N.[uméro] 25 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 25",-2000,1400,-1600,1800,,,,https://dataverse.harvard.edu/api/access/datafile/7002462,https://dataverse.harvard.edu/api/access/datafile/7002786,https://dataverse.harvard.edu/api/access/datafile/7002791,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f27,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f27.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f27/full/full/0/native.jpg,verniquet_bnf_25,AtlasVerniquetBnF,AtlasVerniquet_25,
AtlasVerniquetBnF_26,instantiation,BnF,1784,1799,"Feuille N.[uméro] 26 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 26",-1600,1400,-1000,1800,,,,https://dataverse.harvard.edu/api/access/datafile/7002549,https://dataverse.harvard.edu/api/access/datafile/7002677,https://dataverse.harvard.edu/api/access/datafile/7002673,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f28,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f28.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f28/full/full/0/native.jpg,verniquet_bnf_26,AtlasVerniquetBnF,AtlasVerniquet_26,
AtlasVerniquetBnF_27,instantiation,BnF,1784,1799,"Feuille N.[uméro] 27 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 27",-1000,1400,-400,1800,,,,https://dataverse.harvard.edu/api/access/datafile/7002788,https://dataverse.harvard.edu/api/access/datafile/7002657,https://dataverse.harvard.edu/api/access/datafile/7002600,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f29,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f29.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f29/full/full/0/native.jpg,verniquet_bnf_27,AtlasVerniquetBnF,AtlasVerniquet_27,
AtlasVerniquetBnF_28,instantiation,BnF,1784,1799,"Feuille N.[uméro] 28 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 28",-400,1400,200,1800,,,,https://dataverse.harvard.edu/api/access/datafile/7002886,https://dataverse.harvard.edu/api/access/datafile/7002736,https://dataverse.harvard.edu/api/access/datafile/7002598,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f30,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f30.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f30/full/full/0/native.jpg,verniquet_bnf_28,AtlasVerniquetBnF,AtlasVerniquet_28,
AtlasVerniquetBnF_29,instantiation,BnF,1784,1799,"Feuille N.[uméro] 29 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 29",200,1400,800,1800,,,,https://dataverse.harvard.edu/api/access/datafile/7002849,https://dataverse.harvard.edu/api/access/datafile/7002642,https://dataverse.harvard.edu/api/access/datafile/7002774,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f31,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f31.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f31/full/full/0/native.jpg,verniquet_bnf_29,AtlasVerniquetBnF,AtlasVerniquet_29,
AtlasVerniquetBnF_30,instantiation,BnF,1784,1799,"Feuille N.[uméro] 30 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 30",800,1400,1400,1800,,,,https://dataverse.harvard.edu/api/access/datafile/7002515,https://dataverse.harvard.edu/api/access/datafile/7002685,https://dataverse.harvard.edu/api/access/datafile/7002580,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f32,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f32.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f32/full/full/0/native.jpg,verniquet_bnf_30,AtlasVerniquetBnF,AtlasVerniquet_30,
AtlasVerniquetBnF_31,instantiation,BnF,1784,1799,"Feuille N.[uméro] 31 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 31",1400,1400,2000,1800,,,,https://dataverse.harvard.edu/api/access/datafile/7002790,https://dataverse.harvard.edu/api/access/datafile/7002563,https://dataverse.harvard.edu/api/access/datafile/7002728,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f33,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f33.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f33/full/full/0/native.jpg,verniquet_bnf_31,AtlasVerniquetBnF,AtlasVerniquet_31,
AtlasVerniquetBnF_32,instantiation,BnF,1784,1799,"Feuille N.[uméro] 32 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 32",2000,1400,2600,1800,,,,https://dataverse.harvard.edu/api/access/datafile/7002868,https://dataverse.harvard.edu/api/access/datafile/7002845,https://dataverse.harvard.edu/api/access/datafile/7002466,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f34,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f34.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f34/full/full/0/native.jpg,verniquet_bnf_32,AtlasVerniquetBnF,AtlasVerniquet_32,
AtlasVerniquetBnF_33,instantiation,BnF,1784,1799,"Feuille N.[uméro] 33 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 33",-2000,1000,-1600,1400,,,,https://dataverse.harvard.edu/api/access/datafile/7002570,https://dataverse.harvard.edu/api/access/datafile/7002801,https://dataverse.harvard.edu/api/access/datafile/7002731,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f35,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f35.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f35/full/full/0/native.jpg,verniquet_bnf_33,AtlasVerniquetBnF,AtlasVerniquet_33,
AtlasVerniquetBnF_34,instantiation,BnF,1784,1799,"Feuille N.[uméro] 34 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 34",-1600,1000,-1000,1400,,,,https://dataverse.harvard.edu/api/access/datafile/7002647,https://dataverse.harvard.edu/api/access/datafile/7002635,https://dataverse.harvard.edu/api/access/datafile/7002553,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f36,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f36.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f36/full/full/0/native.jpg,verniquet_bnf_34,AtlasVerniquetBnF,AtlasVerniquet_34,
AtlasVerniquetBnF_35,instantiation,BnF,1784,1799,"Feuille N.[uméro] 35 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 35",-1000,1000,-400,1400,,,,https://dataverse.harvard.edu/api/access/datafile/7002666,https://dataverse.harvard.edu/api/access/datafile/7002823,https://dataverse.harvard.edu/api/access/datafile/7002763,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f37,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f37.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f37/full/full/0/native.jpg,verniquet_bnf_35,AtlasVerniquetBnF,AtlasVerniquet_35,
AtlasVerniquetBnF_36,instantiation,BnF,1784,1799,"Feuille N.[uméro] 36 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 36",-400,1000,200,1400,,,,https://dataverse.harvard.edu/api/access/datafile/7002875,https://dataverse.harvard.edu/api/access/datafile/7002538,https://dataverse.harvard.edu/api/access/datafile/7002664,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f38,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f38.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f38/full/full/0/native.jpg,verniquet_bnf_36,AtlasVerniquetBnF,AtlasVerniquet_36,
AtlasVerniquetBnF_37,instantiation,BnF,1784,1799,"Feuille N.[uméro] 37 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 37",200,1000,800,1400,,,,https://dataverse.harvard.edu/api/access/datafile/7002722,https://dataverse.harvard.edu/api/access/datafile/7002485,https://dataverse.harvard.edu/api/access/datafile/7002808,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f39,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f39.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f39/full/full/0/native.jpg,verniquet_bnf_37,AtlasVerniquetBnF,AtlasVerniquet_37,
AtlasVerniquetBnF_38,instantiation,BnF,1784,1799,"Feuille N.[uméro] 38 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 38",800,1000,1400,1400,,,,https://dataverse.harvard.edu/api/access/datafile/7002586,https://dataverse.harvard.edu/api/access/datafile/7002802,https://dataverse.harvard.edu/api/access/datafile/7002824,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f40,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f40.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f40/full/full/0/native.jpg,verniquet_bnf_38,AtlasVerniquetBnF,AtlasVerniquet_38,
AtlasVerniquetBnF_39,instantiation,BnF,1784,1799,"Feuille N.[uméro] 39 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 39",1400,1000,2000,1400,,,,https://dataverse.harvard.edu/api/access/datafile/7002852,https://dataverse.harvard.edu/api/access/datafile/7002850,https://dataverse.harvard.edu/api/access/datafile/7002534,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f41,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f41.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f41/full/full/0/native.jpg,verniquet_bnf_39,AtlasVerniquetBnF,AtlasVerniquet_39,
AtlasVerniquetBnF_40,instantiation,BnF,1784,1799,"Feuille N.[uméro] 40 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 40",2000,1000,2600,1400,,,,https://dataverse.harvard.edu/api/access/datafile/7002579,https://dataverse.harvard.edu/api/access/datafile/7002592,https://dataverse.harvard.edu/api/access/datafile/7002612,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f42,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f42.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f42/full/full/0/native.jpg,verniquet_bnf_40,AtlasVerniquetBnF,AtlasVerniquet_40,
AtlasVerniquetBnF_41,instantiation,BnF,1784,1799,"Feuille N.[uméro] 41 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 41",-2000,600,-1600,1000,,,,https://dataverse.harvard.edu/api/access/datafile/7002810,https://dataverse.harvard.edu/api/access/datafile/7002699,https://dataverse.harvard.edu/api/access/datafile/7002511,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f43,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f43.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f43/full/full/0/native.jpg,verniquet_bnf_41,AtlasVerniquetBnF,AtlasVerniquet_41,
AtlasVerniquetBnF_42,instantiation,BnF,1784,1799,"Feuille N.[uméro] 42 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 42",-1600,600,-1000,1000,,,,https://dataverse.harvard.edu/api/access/datafile/7002528,https://dataverse.harvard.edu/api/access/datafile/7002569,https://dataverse.harvard.edu/api/access/datafile/7002670,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f44,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f44.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f44/full/full/0/native.jpg,verniquet_bnf_42,AtlasVerniquetBnF,AtlasVerniquet_42,
AtlasVerniquetBnF_43,instantiation,BnF,1784,1799,"Feuille N.[uméro] 43 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 43",-1000,600,-400,1000,,,,https://dataverse.harvard.edu/api/access/datafile/7002847,https://dataverse.harvard.edu/api/access/datafile/7002805,https://dataverse.harvard.edu/api/access/datafile/7002811,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f45,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f45.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f45/full/full/0/native.jpg,verniquet_bnf_43,AtlasVerniquetBnF,AtlasVerniquet_43,
AtlasVerniquetBnF_44,instantiation,BnF,1784,1799,"Feuille N.[uméro] 44 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 44",-400,600,200,1000,,,,https://dataverse.harvard.edu/api/access/datafile/7002837,https://dataverse.harvard.edu/api/access/datafile/7002478,https://dataverse.harvard.edu/api/access/datafile/7002723,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f46,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f46.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f46/full/full/0/native.jpg,verniquet_bnf_44,AtlasVerniquetBnF,AtlasVerniquet_44,
AtlasVerniquetBnF_45,instantiation,BnF,1784,1799,"Feuille N.[uméro] 45 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 45",200,600,800,1000,,,,https://dataverse.harvard.edu/api/access/datafile/7002883,https://dataverse.harvard.edu/api/access/datafile/7002613,https://dataverse.harvard.edu/api/access/datafile/7002888,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f47,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f47.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f47/full/full/0/native.jpg,verniquet_bnf_45,AtlasVerniquetBnF,AtlasVerniquet_45,
AtlasVerniquetBnF_46,instantiation,BnF,1784,1799,"Feuille N.[uméro] 46 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 46",800,600,1400,1000,,,,https://dataverse.harvard.edu/api/access/datafile/7002611,https://dataverse.harvard.edu/api/access/datafile/7002865,https://dataverse.harvard.edu/api/access/datafile/7002851,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f48,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f48.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f48/full/full/0/native.jpg,verniquet_bnf_46,AtlasVerniquetBnF,AtlasVerniquet_46,
AtlasVerniquetBnF_47,instantiation,BnF,1784,1799,"Feuille N.[uméro] 47 [exemplaire BnF, GE DD-2998 & IFN-53243704]","Atlas du plan général de la Ville de Paris [exemplaire BnF, GE DD-2998 & IFN-53243704], feuille N.[uméro] 47",1400,600,2000,1000,,,,https://dataverse.harvard.edu/api/access/datafile/7002532,https://dataverse.harvard.edu/api/access/datafile/7002474,https://dataverse.harvard.edu/api/access/datafile/7002546,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/canvas/f49,https://gallica.bnf.fr/ark:/12148/btv1b53243704g/f49.thumbnail,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53243704g/f49/full/full/0/native.jpg,verniquet_bnf_47,AtlasVerniquetBnF,AtlasVerniquet_47,
